name;mata-runtime;mata-mataparsing;mata-concat;mata-trim;mata-emptiness_check;mata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-construction;awali-concat;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-concat;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-concat;pyfado-emptiness;pyfado-result;java-brics-runtime;java-brics-construction;java-brics-concat;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-18.mata;2.11; 0.0137614;0.8078350080000001;0.114063819; 0.0132093; false;3.6; 0.0076215; 0.000678212;1.58063244;1.45893453; 0.790536; false;4.78; 0.0249; 0.0000;3.1306000000000003;0.5285; 0.0572; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;2.3; 0.042206837;0.423257185; 2.5914E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-2.mata;0.02; 0.000218883;0.009387353000000001;0.001538653; 0.000466948; false;0.06; 0.000229763; 2.0759e-05;0.027790456999999998;0.022091971; 0.0115662; false;1.12; 0.0046; 0.0000;0.0216;0.0015; 0.0005; False;24.04; 0.0046; 0.0001;7.8546; 15.4296; False;0.9; 0.007441322;0.016299404; 2.0413E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-3.mata;0.02; 0.000219757;0.009317368999999999;0.001817152; 0.000512023; false;0.06; 0.000263233; 2.702e-05;0.026772499;0.021307800000000002; 0.0106964; false;0.98; 0.0045; 0.0000;0.0213;0.0013; 0.0005; False;28.87; 0.0072; 0.0001;7.4833; 20.5399; False;0.72; 0.005351199;0.015100261; 2.0341E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-4.mata;0.0; 5.3678e-05;0.00031796200000000003;0.000177691; 3.6317e-05; false;0.01; 8.1219e-05; 2.0732e-05;0.005140905;0.003685458; 0.00169995; false;0.72; 0.0043; 0.0000;0.0031000000000000003;0.0005; 0.0002; False;1.29; 0.0042; 0.0000;0.5294; 0.0414; False;0.66; 0.004416694;0.018838559; 1.9337E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-5.mata;0.0; 7.9414e-05;0.001744926;0.000419207; 0.000108601; false;0.01; 8.5688e-05; 1.0838e-05;0.00697122;0.005871146; 0.002928; false;0.74; 0.0043; 0.0000;0.0097;0.0009; 0.0003; False;5.02; 0.0044; 0.0001;1.8994999999999997; 2.3485; False;0.66; 0.005350515;0.016359629; 1.9483E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-6.mata;0.02; 0.000201805;0.008374244;0.0011102170000000001; 0.000374309; false;0.05; 0.000199062; 1.7692e-05;0.025250907;0.019672923000000002; 0.0100595; false;1.09; 0.0068; 0.0000;0.038900000000000004;0.0024000000000000002; 0.0008; False;20.65; 0.0068; 0.0002;4.8445; 14.8166; False;0.89; 0.016152023;0.015817743999999998; 2.0349E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-7.mata;0.02; 0.000234804;0.008840582999999999;0.001657216; 0.000466943; false;0.06; 0.000223669; 1.8389e-05;0.026608467;0.020651348; 0.0102384; false;0.86; 0.0044; 0.0000;0.0204;0.0013; 0.0005; False;25.09; 0.0045; 0.0001;6.1914; 18.2384; False;0.86; 0.00687343;0.016884496; 1.5932E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-8.mata;0.0; 7.9991e-05;0.000571041;0.00032162200000000003; 6.4589e-05; false;0.01; 8.299e-05; 8.61e-06;0.005531598;0.003912819; 0.00181289; false;1.02; 0.0061; 0.0000;0.0051;0.0011; 0.0004; False;2.27; 0.0063; 0.0001;1.1713; 0.0833; False;0.85; 0.005023307;0.018975472; 1.8921E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-9.mata;0.0; 0.000142543;0.0031956709999999998;0.000547966; 0.000163917; false;0.03; 0.000145777; 1.6807e-05;0.013608538;0.010213794; 0.00513376; false;1.08; 0.0065; 0.0000;0.0181;0.0015; 0.0006; False;8.05; 0.0064; 0.0001;3.7477; 3.3159; False;0.88; 0.006016758;0.016273786999999998; 1.9213E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08075-1.mata;0.0; 8.7002e-05;0.000547002;0.000342977; 7.2058e-05; false;0.01; 8.8134e-05; 8.274e-06;0.005436106;0.003852742; 0.00177838; false;1.08; 0.0063; 0.0000;0.0051;0.0011; 0.0004; False;2.27; 0.0063; 0.0001;1.0663; 0.1182; False;0.87; 0.005140358;0.018143401; 1.9722E-5; false
